feature_key,normalized_feature,capability_label,datasheet-axis-m3905-r-dome-camera-en-US-506723,normalized_feature_h6-xp-dome-camera-datasheet,capability_label_h6-xp-dome-camera-datasheet,h6-xp-dome-camera-datasheet,normalized_feature_video-security-cd22-datasheet,capability_label_video-security-cd22-datasheet,video-security-cd22-datasheet,representative_feature
scalable_deployments_cd22_onboard_cv25s_ambarella,,,missing,,,missing,the product provides scalable deployments. the cd22 includes an onboard cv25s ambarella processor to detect and alert on the presence of.,The product provides scalable deployments. The CD22 includes an onboard CV25S Ambarella processor to detect and alert on the presence of.,present,the product provides scalable deployments. the cd22 includes an onboard cv25s ambarella processor to detect and alert on the presence of.
sceneprofilesforensicvividtrafficoverview,"the product provides the product provides sceneprofiles:forensic,vivid,trafficoverview.","The product provides the product provides Sceneprofiles:forensic,vivid,trafficoverview.",present,,,missing,,,missing,"the product provides the product provides sceneprofiles:forensic,vivid,trafficoverview."
scheduledandrecurringscheduledevent_canadaices3anmb3a,the product provides the product provides scheduledandrecurring:scheduledevent canada:ices-3(a)/nmb-3(a).,The product provides the product provides Scheduledandrecurring:scheduledevent Canada:ICES-3(A)/NMB-3(A).,present,,,missing,,,missing,the product provides the product provides scheduledandrecurring:scheduledevent canada:ices-3(a)/nmb-3(a).
scream_upto15meters,,,missing,the product provides the product provides scream upto15meters.,The product provides the product provides Scream Upto15meters.,present,,,missing,the product provides the product provides scream upto15meters.
screenedforconflictmineralsinaccordancewithoecd,the product provides the product provides screenedforconflictmineralsinaccordancewithoecd.,The product provides the product provides ScreenedforconflictmineralsinaccordancewithOECD.,present,,,missing,,,missing,the product provides the product provides screenedforconflictmineralsinaccordancewithoecd.
secondary,,,missing,the product provides the product provides secondary.,The product provides the product provides Secondary.,present,,,missing,the product provides the product provides secondary.
secondary_1692688x15201920x10801280x720768x_1693840x21602560x14401920x10801280x720,,,missing,"the product provides the product provides secondary (16:9)2688x1520*,1920x1080,1280x720,768x (16:9)3840x2160*,2560x1440,1920x1080,1280x720,.","The product provides the product provides Secondary (16:9)2688x1520*,1920x1080,1280x720,768x (16:9)3840x2160*,2560x1440,1920x1080,1280x720,.",present,,,missing,"the product provides the product provides secondary (16:9)2688x1520*,1920x1080,1280x720,768x (16:9)3840x2160*,2560x1440,1920x1080,1280x720,."
secure_connections_are_provided_through_common,the product provides the product provides secure connections are provided through a common.,The product provides the product provides secure connections are provided through a Common.,present,,,missing,,,missing,the product provides the product provides secure connections are provided through a common.
secure_keystore_add_signature_video_stream,"the product provides the product provides secure keystore, to add a signature into the video stream.","The product provides the product provides secure keystore, to add a signature into the video stream.",present,,,missing,,,missing,"the product provides the product provides secure keystore, to add a signature into the video stream."
securebootencryptedfilesystemaesxtsplain64_40cto65c40fto149f,"the product provides the product provides secureboot,encryptedfilesystem(aes-xts-plain64 -40°cto65°c(-40°fto149°f).","The product provides the product provides secureboot,encryptedfilesystem(AES-XTS-Plain64 -40°Cto65°C(-40°Fto149°F).",present,,,missing,,,missing,"the product provides the product provides secureboot,encryptedfilesystem(aes-xts-plain64 -40°cto65°c(-40°fto149°f)."
securecompliant,,,missing,the product provides the product provides secure&compliant.,The product provides the product provides Secure&Compliant.,present,,,missing,the product provides the product provides secure&compliant.
secureelementcceal6systemonchipsecurity,"the product provides the product provides secureelement(cceal6+),system-on-chipsecurity.","The product provides the product provides Secureelement(CCEAL6+),system-on-chipsecurity.",present,,,missing,,,missing,"the product provides the product provides secureelement(cceal6+),system-on-chipsecurity."
security_passwordprotectionhttpsencryptiondigestauthenticationwsauthenticationuseraccesslog8021xportbased,,,missing,"the product provides the product provides security passwordprotection,httpsencryption,digestauthentication,wsauthentication,useraccesslog,802.1xportbased.","The product provides the product provides Security Passwordprotection,HTTPSencryption,digestauthentication,WSauthentication,useraccesslog,802.1xportbased.",present,,,missing,"the product provides the product provides security passwordprotection,httpsencryption,digestauthentication,wsauthentication,useraccesslog,802.1xportbased."
seeoptionalaccessoriesforexchangeablelenses,the product provides the product provides seeoptionalaccessoriesforexchangeablelenses.,The product provides the product provides SeeOptionalaccessoriesforexchangeablelenses.,present,,,missing,,,missing,the product provides the product provides seeoptionalaccessoriesforexchangeablelenses.
selectoraccessoryselectorlenscalculator,"the product provides the product provides selector,accessoryselector,lenscalculator.","The product provides the product provides selector,accessoryselector,lenscalculator.",present,,,missing,,,missing,"the product provides the product provides selector,accessoryselector,lenscalculator."
sensor_movement_pan_355,,,missing,,,missing,the product provides sensor movement pan: 355°.,The product provides sensor Movement Pan: 355°.,present,the product provides sensor movement pan: 355°.
sensor_resolution1_3mp_2048_1536_daynight,,,missing,,,missing,the product provides sensor resolution1 3mp (2048 x 1536) day/night ir-cut fi lter for day and night function.,The product provides sensor Resolution1 3MP (2048 x 1536) Day/Night IR-cut fi lter for day and night function.,present,the product provides sensor resolution1 3mp (2048 x 1536) day/night ir-cut fi lter for day and night function.
shutterspeed,the product provides the product provides shutterspeed.,The product provides the product provides Shutterspeed.,present,,,missing,,,missing,the product provides the product provides shutterspeed.
signaltonoiseratiosnr_50d,,,missing,the product provides the product provides signal-to-noiseratio(snr) >50d.,The product provides the product provides Signal-to-NoiseRatio(SNR) >50d.,present,,,missing,the product provides the product provides signal-to-noiseratio(snr) >50d.
simplifiedchinesejapanesekoreanportuguese,"the product provides the product provides simplifiedchinese,japanese,korean,portuguese,.","The product provides the product provides SimplifiedChinese,Japanese,Korean,Portuguese,.",present,,,missing,,,missing,"the product provides the product provides simplifiedchinese,japanese,korean,portuguese,."
sm810naavo_zwavedoorcontactsensor,,,missing,the product provides the product provides sm810-na-avo z-wavedoorcontactsensor.,The product provides the product provides SM810-NA-AVO Z-Wavedoorcontactsensor.,present,,,missing,the product provides the product provides sm810-na-avo z-wavedoorcontactsensor.
smartmotionrule_eventsaresentforpersonincludingcrawlingandvehiclepresentagainstdefaultunchangeableparameters,,,missing,"the product provides the product provides smartmotionrule eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters.","The product provides the product provides SmartMotionRule Eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters.",present,,,missing,"the product provides the product provides smartmotionrule eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters."
smokealarm_upto15meters,,,missing,the product provides the product provides smokealarm upto15meters.,The product provides the product provides SmokeAlarm Upto15meters.,present,,,missing,the product provides the product provides smokealarm upto15meters.
software_before_accepting_install_secure,the product provides the product provides software before accepting to install it. and the secure.,The product provides the product provides software before accepting to install it. And the secure.,present,,,missing,,,missing,the product provides the product provides software before accepting to install it. and the secure.
software_capabilities,,,missing,,,missing,the product provides software capabilities.,The product provides software capabilities.,present,the product provides software capabilities.
softwaresignedosbruteforcedelayprotection,"the product provides the product provides software:signedos,bruteforcedelayprotection,.","The product provides the product provides Software:SignedOS,bruteforcedelayprotection,.",present,,,missing,,,missing,"the product provides the product provides software:signedos,bruteforcedelayprotection,."
solutionsedgevault,the product provides the product provides solutions/edge-vault.,The product provides the product provides solutions/edge-vault.,present,,,missing,,,missing,the product provides the product provides solutions/edge-vault.
sp816naavo_zwaveoutdoormotionsensor,,,missing,the product provides the product provides sp816-na-avo z-waveoutdoormotionsensor.,The product provides the product provides SP816-NA-AVO Z-Waveoutdoormotionsensor.,present,,,missing,the product provides the product provides sp816-na-avo z-waveoutdoormotionsensor.
sp817naavo_zwaveindoormotionsensor,,,missing,the product provides the product provides sp817-na-avo z-waveindoormotionsensor.,The product provides the product provides SP817-NA-AVO Z-Waveindoormotionsensor.,present,,,missing,the product provides the product provides sp817-na-avo z-waveindoormotionsensor.
specifications,,,missing,the product provides the product provides specifications.,The product provides the product provides Specifications.,present,,,missing,the product provides the product provides specifications.
specificationsataxiscomdevelopercommunity,the product provides the product provides specificationsataxis.com/developer-community.,The product provides the product provides specificationsataxis.com/developer-community.,present,,,missing,,,missing,the product provides the product provides specificationsataxis.com/developer-community.
standard_audio_settings,,,missing,,,missing,the product provides standard audio settings.,The product provides standard audio settings.,present,the product provides standard audio settings.
standard_calculations_use_center_image,the product provides the product provides standard. the calculations use the center of the image as.,The product provides the product provides standard. The calculations use the center of the image as.,present,,,missing,,,missing,the product provides the product provides standard. the calculations use the center of the image as.
standard_quality_600_kbps,,,missing,,,missing,the product provides standard quality (sq): up to 600 kbps.,The product provides standard quality (SQ): Up to 600 Kbps.,present,the product provides standard quality (sq): up to 600 kbps.
standard_video_settings,,,missing,,,missing,the product provides standard video settings.,The product provides standard video settings.,present,the product provides standard video settings.
standards,,,missing,the product provides the product provides standards.,The product provides the product provides Standards.,present,,,missing,the product provides the product provides standards.
standardsratings_229ik11,,,missing,"the product provides the product provides standards/ratings 2.2.9,ik11.","The product provides the product provides Standards/Ratings 2.2.9,IK11.",present,,,missing,"the product provides the product provides standards/ratings 2.2.9,ik11."
startup_poe_10cto55c14fto_30cto65c22fto149fwithieee8023afclass313wpoe,,,missing,the product provides the product provides startup poe -10°cto+55°c(-14°fto -30°cto+65°c(-22°fto149°f)withieee802.3afclass3(13wpoe).,The product provides the product provides Startup PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,present,,,missing,the product provides the product provides startup poe -10°cto+55°c(-14°fto -30°cto+65°c(-22°fto149°f)withieee802.3afclass3(13wpoe).
status_motion_detection,,,missing,,,missing,"the product provides camera status, motion detection,.","The product provides camera status, motion detection,.",present,"the product provides camera status, motion detection,."
stayalertwithrealtimenotificationsforgunshots1breaking_preservepeoplesprivacybytrackingandblurringpeopleand,,,missing,"the product provides the product provides stayalertwithreal-timenotificationsforgunshots1,breaking preservepeople’sprivacybytrackingandblurringpeopleand.","The product provides the product provides Stayalertwithreal-timenotificationsforgunshots1,breaking Preservepeople’sprivacybytrackingandblurringpeopleand.",present,,,missing,"the product provides the product provides stayalertwithreal-timenotificationsforgunshots1,breaking preservepeople’sprivacybytrackingandblurringpeopleand."
storagetemperature_10cto70c14fto158f,,,missing,the product provides the product provides storagetemperature -10°cto+70°c(14°fto158°f).,The product provides the product provides StorageTemperature -10°Cto+70°C(14°Fto158°F).,present,,,missing,the product provides the product provides storagetemperature -10°cto+70°c(14°fto158°f).
streaming_multistreamh264multistreamh265motionjpeg,,,missing,"the product provides the product provides streaming multi-streamh.264,multi-streamh.265,motionjpeg.","The product provides the product provides Streaming Multi-streamH.264,Multi-streamH.265,MotionJPEG.",present,,,missing,"the product provides the product provides streaming multi-streamh.264,multi-streamh.265,motionjpeg."
streamingprotocols_rtpudprtpudpmulticastrtprtsptcprtprtsphttptcprtprtsphttpstcphttpsrtp,,,missing,"the product provides the product provides streamingprotocols rtp/udp,rtp/udpmulticast,rtp/rtsp/tcp,rtp/rtsp/http/tcp,rtp/rtsp/https/tcp,http,srtp.","The product provides the product provides StreamingProtocols RTP/UDP,RTP/UDPmulticast,RTP/RTSP/TCP,RTP/RTSP/HTTP/TCP,RTP/RTSP/HTTPS/TCP,HTTP,SRTP.",present,,,missing,"the product provides the product provides streamingprotocols rtp/udp,rtp/udpmulticast,rtp/rtsp/tcp,rtp/rtsp/http/tcp,rtp/rtsp/https/tcp,http,srtp."
streamreusefunctionality,the product provides the product provides streamreusefunctionality.,The product provides the product provides streamreusefunctionality.,present,,,missing,,,missing,the product provides the product provides streamreusefunctionality.
substancecontrol,the product provides the product provides substancecontrol.,The product provides the product provides Substancecontrol.,present,,,missing,,,missing,the product provides the product provides substancecontrol.
supply_chain,the product provides the product provides supply chain.,The product provides the product provides Supply chain.,present,,,missing,,,missing,the product provides the product provides supply chain.
support,,,missing,the product provides the product provides support.,The product provides the product provides Support.,present,,,missing,the product provides the product provides support.
supported,the product provides the product provides supported.,The product provides the product provides Supported.,present,,,missing,,,missing,the product provides the product provides supported.
supportedanalyticsevents1,,,missing,the product provides the product provides supportedanalyticsevents1.,The product provides the product provides SUPPORTEDANALYTICSEVENTS1.,present,,,missing,the product provides the product provides supportedanalyticsevents1.
supportedaudioanalyticsevents,,,missing,the product provides the product provides supportedaudioanalyticsevents.,The product provides the product provides SUPPORTEDAUDIOANALYTICSEVENTS.,present,,,missing,the product provides the product provides supportedaudioanalyticsevents.
supportedclassifiedobjecttypes,,,missing,the product provides the product provides supportedclassifiedobjecttypes.,The product provides the product provides SUPPORTEDCLASSIFIEDOBJECTTYPES.,present,,,missing,the product provides the product provides supportedclassifiedobjecttypes.
supportforaxiscameraapplicationplatformenabling,the product provides the product provides supportforaxiscameraapplicationplatformenabling.,The product provides the product provides SupportforAXISCameraApplicationPlatformenabling.,present,,,missing,,,missing,the product provides the product provides supportforaxiscameraapplicationplatformenabling.
supportformicrosdmicrosdhcmicrosdxccardwith,the product provides the product provides supportformicrosd/microsdhc/microsdxccardwith.,The product provides the product provides SupportformicroSD/microSDHC/microSDXCcardwith.,present,,,missing,,,missing,the product provides the product provides supportformicrosd/microsdhc/microsdxccardwith.
supportforrecordingtonetworkattachedstorage,the product provides the product provides supportforrecordingtonetwork-attachedstorage.,The product provides the product provides Supportforrecordingtonetwork-attachedstorage.,present,,,missing,,,missing,the product provides the product provides supportforrecordingtonetwork-attachedstorage.
surfacemount_inceilingmount_pendantmount,,,missing,the product provides the product provides surfacemount in-ceilingmount pendantmount.,The product provides the product provides SURFACEMOUNT IN-CEILINGMOUNT PENDANTMOUNT.,present,,,missing,the product provides the product provides surfacemount in-ceilingmount pendantmount.
surfacemount_orderoneof,,,missing,the product provides the product provides surfacemount orderoneof:.,The product provides the product provides SurfaceMount Orderoneof:.,present,,,missing,the product provides the product provides surfacemount orderoneof:.
sustainability,the product provides the product provides sustainability.,The product provides the product provides Sustainability.,present,,,missing,,,missing,the product provides the product provides sustainability.
taacompliant,the product provides the product provides taacompliant.,The product provides the product provides TAAcompliant.,present,,,missing,,,missing,the product provides the product provides taacompliant.
tamperdetection_theeventistriggeredwhenthesceneunexpectedlychanges,,,missing,the product provides the product provides tamperdetection theeventistriggeredwhenthesceneunexpectedlychanges.,The product provides the product provides TamperDetection Theeventistriggeredwhenthesceneunexpectedlychanges.,present,,,missing,the product provides the product provides tamperdetection theeventistriggeredwhenthesceneunexpectedlychanges.
tampering_koreaksc9835ksc9832classa,"the product provides the product provides tampering korea:ksc9835,ksc9832classa,.","The product provides the product provides tampering Korea:KSC9835,KSC9832ClassA,.",present,,,missing,,,missing,"the product provides the product provides tampering korea:ksc9835,ksc9832classa,."
teachbyexample,,,missing,the product provides the product provides teachbyexample.,The product provides the product provides TEACHBYEXAMPLE.,present,,,missing,the product provides the product provides teachbyexample.
teachbyexample_yeswhenusedwithavigiloncontrolcenteroravigilonunityvideo,,,missing,"the product provides the product provides teachbyexample yes,whenusedwithavigiloncontrolcenter™oravigilonunityvideo.","The product provides the product provides TeachByExample Yes,whenusedwithAvigilonControlCenter™orAvigilonUnityVideo.",present,,,missing,"the product provides the product provides teachbyexample yes,whenusedwithavigiloncontrolcenter™oravigilonunityvideo."
tech_specs,,,missing,,,missing,the product provides tech specs.,The product provides tech Specs.,present,the product provides tech specs.
technology_make_difference_between_seeing,the product provides the product provides technology make the difference between seeing.,The product provides the product provides technology make the difference between seeing.,present,,,missing,,,missing,the product provides the product provides technology make the difference between seeing.
technology_smartcodec,,,missing,the product provides the product provides technology smartcodec.,The product provides the product provides TECHNOLOGY SMARTCODEC.,present,,,missing,the product provides the product provides technology smartcodec.
teeaxisdeviceidsecurekeystoresignedvideo_storage_conditions,"the product provides the product provides (tee),axisdeviceid,securekeystore,signedvideo, storage conditions.","The product provides the product provides (TEE),AxisdeviceID,securekeystore,signedvideo, Storage conditions.",present,,,missing,,,missing,"the product provides the product provides (tee),axisdeviceid,securekeystore,signedvideo, storage conditions."
temperature,,,missing,the product provides the product provides temperature.,The product provides the product provides Temperature.,present,,,missing,the product provides the product provides temperature.
temperature_131f,,,missing,the product provides the product provides temperature 131°f).,The product provides the product provides Temperature 131°F).,present,,,missing,the product provides the product provides temperature 131°f).
temperature_emc,the product provides the product provides temperature emc.,The product provides the product provides temperature EMC.,present,,,missing,,,missing,the product provides the product provides temperature emc.
temperatureipaddressremovednetworklostnewip,"the product provides the product provides temperature,ipaddressremoved,networklost,newip.","The product provides the product provides temperature,IPaddressremoved,networklost,newIP.",present,,,missing,,,missing,"the product provides the product provides temperature,ipaddressremoved,networklost,newip."
temperatureisbetween55c131fand65c149fand50powerifbelow25c13f,,,missing,the product provides the product provides temperatureisbetween55°c(131°f)and65°c(149°f)and50%powerifbelow-25°c(-13°f).,The product provides the product provides temperatureisbetween55°C(131°F)and65°C(149°F)and50%powerifbelow-25°C(-13°F).,present,,,missing,the product provides the product provides temperatureisbetween55°c(131°f)and65°c(149°f)and50%powerifbelow-25°c(-13°f).
temporalfilter3dnoisereduction,the product provides the product provides temporalfilter(3dnoisereduction).,The product provides the product provides Temporalfilter(3Dnoisereduction).,present,,,missing,,,missing,the product provides the product provides temporalfilter(3dnoisereduction).
tertiary,,,missing,the product provides the product provides tertiary.,The product provides the product provides Tertiary.,present,,,missing,the product provides the product provides tertiary.
tertiary_1691280x720768x432640x360512x288_1691920x10801280x720768x432640x360512x,,,missing,"the product provides the product provides tertiary (16:9)1280x720,768x432,640x360,512x288, (16:9)1920x10801280x720,768x432,640x360,512x.","The product provides the product provides Tertiary (16:9)1280x720,768x432,640x360,512x288, (16:9)1920x10801280x720,768x432,640x360,512x.",present,,,missing,"the product provides the product provides tertiary (16:9)1280x720,768x432,640x360,512x288, (16:9)1920x10801280x720,768x432,640x360,512x."
thecamerasfieldofviewthebeamcanbeunidirectionalorbidirectional,,,missing,the product provides the product provides thecamera’sfieldofview.thebeamcanbeunidirectionalorbidirectional.,The product provides the product provides thecamera’sfieldofview.Thebeamcanbeunidirectionalorbidirectional.,present,,,missing,the product provides the product provides thecamera’sfieldofview.thebeamcanbeunidirectionalorbidirectional.
thisproduct_softwaredevelopedbytheopensslprojectforuseintheopenssltoolkitopensslorgandcryptographicsoftware,"the product provides 2. thisproductincludessoftwaredevelopedbytheopensslprojectforuseintheopenssltoolkit.(openssl.org),andcryptographicsoftware.","The product provides 2. ThisproductincludessoftwaredevelopedbytheOpenSSLProjectforuseintheOpenSSLToolkit.(openssl.org),andcryptographicsoftware.",present,,,missing,,,missing,"the product provides 2. thisproductincludessoftwaredevelopedbytheopensslprojectforuseintheopenssltoolkit.(openssl.org),andcryptographicsoftware."
tilt,,,missing,,,missing,the product provides tilt: 60°.,The product provides tilt: 60°.,present,the product provides tilt: 60°.
tilt1590,the product provides the product provides tilt:15-90°.,The product provides the product provides Tilt:15-90°.,present,,,missing,,,missing,the product provides the product provides tilt:15-90°.
time,,,missing,the product provides the product provides time.,The product provides the product provides time.,present,,,missing,the product provides the product provides time.
tirescreech2_upto15meters,,,missing,the product provides the product provides tirescreech2 upto15meters.,The product provides the product provides TireScreech2 Upto15meters.,present,,,missing,the product provides the product provides tirescreech2 upto15meters.
todownloaddocumentsgotoaxiscomsupport_lenses,"the product provides the product provides todownloaddocuments,gotoaxis.com/support/ lenses.","The product provides the product provides Todownloaddocuments,gotoaxis.com/support/ Lenses.",present,,,missing,,,missing,"the product provides the product provides todownloaddocuments,gotoaxis.com/support/ lenses."
tools,the product provides the product provides system tools.,The product provides the product provides System tools.,present,,,missing,,,missing,the product provides the product provides system tools.
toreadmoreaboutaxiscybersecuritysupportgoto_lensm1228mmf12horizontalfieldofview107,"the product provides the product provides toreadmoreaboutaxiscybersecuritysupport,goto lensm122.8mm,f1.2:horizontalfieldofview107°.","The product provides the product provides ToreadmoreaboutAxiscybersecuritysupport,goto LensM122.8mm,F1.2:horizontalfieldofview107°.",present,,,missing,,,missing,"the product provides the product provides toreadmoreaboutaxiscybersecuritysupport,goto lensm122.8mm,f1.2:horizontalfieldofview107°."
toreadmoreaboutsustainabilityataxisgotoaxis,"the product provides the product provides toreadmoreaboutsustainabilityataxis,gotoaxis.","The product provides the product provides ToreadmoreaboutsustainabilityatAxis,gotoaxis.",present,,,missing,,,missing,"the product provides the product provides toreadmoreaboutsustainabilityataxis,gotoaxis."
tp3827cleardomecovertp3830topblackcover,"the product provides the product provides tp3827cleardomecover,tp3830topblackcover.","The product provides the product provides TP3827ClearDomeCover,TP3830TopBlackCover.",present,,,missing,,,missing,"the product provides the product provides tp3827cleardomecover,tp3830topblackcover."
trafficlightmode,the product provides the product provides > trafficlightmode.,The product provides the product provides > TrafficLightmode.,present,,,missing,,,missing,the product provides the product provides > trafficlightmode.
triggeringcameraandchoosetorecordaudioasneeded_authorizedpersonneltoliftitduringinvestigations,,,missing,the product provides the product provides triggeringcameraandchoosetorecordaudioasneeded. authorizedpersonneltoliftitduringinvestigations.,The product provides the product provides triggeringcameraandchoosetorecordaudioasneeded. authorizedpersonneltoliftitduringinvestigations.,present,,,missing,the product provides the product provides triggeringcameraandchoosetorecordaudioasneeded. authorizedpersonneltoliftitduringinvestigations.
tripleexposure20fpsorless,,,missing,"the product provides the product provides (tripleexposure,20fpsorless).","The product provides the product provides (tripleexposure,20fpsorless).",present,,,missing,"the product provides the product provides (tripleexposure,20fpsorless)."
trouble_image_usability_clarity_forensic_wdr,the product provides the product provides trouble for image usability and clarity. forensic wdr.,The product provides the product provides trouble for image usability and clarity. Forensic WDR.,present,,,missing,,,missing,the product provides the product provides trouble for image usability and clarity. forensic wdr.
trustthatyourdataiswellprotectedwithadvanced,,,missing,the product provides the product provides trustthatyourdataiswell-protectedwithadvanced.,The product provides the product provides Trustthatyourdataiswell-protectedwithadvanced.,present,,,missing,the product provides the product provides trustthatyourdataiswell-protectedwithadvanced.
uhsspeedclassu1,the product provides the product provides uhsspeedclassu1.,The product provides the product provides UHSSpeedClassU1.,present,,,missing,,,missing,the product provides the product provides uhsspeedclassu1.
ultrasonicpanicalarm3_upto40meters,,,missing,the product provides the product provides ultrasonicpanicalarm3 upto40meters.,The product provides the product provides UltrasonicPanicAlarm3 Upto40meters.,present,,,missing,the product provides the product provides ultrasonicpanicalarm3 upto40meters.
unauthorized_access_instance_secure_boot_ensures,"the product provides the product provides unauthorized access. for instance, secure boot ensures.","The product provides the product provides unauthorized access. For instance, secure boot ensures.",present,,,missing,,,missing,"the product provides the product provides unauthorized access. for instance, secure boot ensures."
unecer118,the product provides the product provides unecer118.,The product provides the product provides UNECER118.,present,,,missing,,,missing,the product provides the product provides unecer118.
unique_video_signing_key_which_securely,"the product provides the product provides unique video signing key, which is securely stored in the.","The product provides the product provides unique video signing key, which is securely stored in the.",present,,,missing,,,missing,"the product provides the product provides unique video signing key, which is securely stored in the."
unusualcrowdgrowth_thiseventistriggeredwhenacrowdsizegrowsunexpectedly,,,missing,the product provides the product provides unusualcrowdgrowth thiseventistriggeredwhenacrowdsizegrowsunexpectedly.,The product provides the product provides UnusualCrowdGrowth Thiseventistriggeredwhenacrowdsizegrowsunexpectedly.,present,,,missing,the product provides the product provides unusualcrowdgrowth thiseventistriggeredwhenacrowdsizegrowsunexpectedly.
unusualcrowdsize_thiseventistriggeredwhenanunusualcrowdsizeisdetected,,,missing,the product provides the product provides unusualcrowdsize thiseventistriggeredwhenanunusualcrowdsizeisdetected.,The product provides the product provides UnusualCrowdSize Thiseventistriggeredwhenanunusualcrowdsizeisdetected.,present,,,missing,the product provides the product provides unusualcrowdsize thiseventistriggeredwhenanunusualcrowdsizeisdetected.
uploadimagesorvideoclipsftphttphttpssftp,"the product provides the product provides uploadimagesorvideoclips:ftp,http,https,sftp,.","The product provides the product provides Uploadimagesorvideoclips:FTP,HTTP,HTTPS,SFTP,.",present,,,missing,,,missing,"the product provides the product provides uploadimagesorvideoclips:ftp,http,https,sftp,."
upnpsnmpv1v2cv3mibiidnsdnsv6ddns_presetpositions,"the product provides the product provides upnp®,snmpv1/v2c/v3(mib-ii),dns/dnsv6,ddns, presetpositions.","The product provides the product provides UPnP®,SNMPv1/v2c/v3(MIB-II),DNS/DNSv6,DDNS, Presetpositions.",present,,,missing,,,missing,"the product provides the product provides upnp®,snmpv1/v2c/v3(mib-ii),dns/dnsv6,ddns, presetpositions."
upto4uniqueandconfigurablevideostreams1,the product provides the product provides upto4uniqueandconfigurablevideostreams1.,The product provides the product provides Upto4uniqueandconfigurablevideostreams1.,present,,,missing,,,missing,the product provides the product provides upto4uniqueandconfigurablevideostreams1.
usafccpart15subpartbclassa,the product provides the product provides usa:fccpart15subpartbclassa.,The product provides the product provides USA:FCCPart15SubpartBClassA.,present,,,missing,,,missing,the product provides the product provides usa:fccpart15subpartbclassa.
usbport_usb20,,,missing,the product provides the product provides usbport usb2.0.,The product provides the product provides USBPort USB2.0.,present,,,missing,the product provides the product provides usbport usb2.0.
utilizationauniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuiltin,the product provides the product provides utilization.auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in.,The product provides the product provides utilization.Auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in.,present,,,missing,,,missing,the product provides the product provides utilization.auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in.
uuidseeaxiscompartner,"the product provides the product provides uuid,seeaxis.com/partner.","The product provides the product provides UUID,seeaxis.com/partner.",present,,,missing,,,missing,"the product provides the product provides uuid,seeaxis.com/partner."
variants,the product provides the product provides variants.,The product provides the product provides Variants.,present,,,missing,,,missing,the product provides the product provides variants.
vbrabrmbrh264andh265,the product provides the product provides vbr/abr/mbrh.264andh.265.,The product provides the product provides VBR/ABR/MBRH.264andH.265.,present,,,missing,,,missing,the product provides the product provides vbr/abr/mbrh.264andh.265.
vcci_kcc_bis_nom_ulculiec_setup,,,missing,,,missing,"the product provides vcci, kcc, bis, nom, ul/cul/iec setup guide, t10 security torx screwdriver,.","The product provides vCCI, KCC, BIS, NOM, UL/cUL/IEC Setup guide, T10 security torx screwdriver,.",present,"the product provides vcci, kcc, bis, nom, ul/cul/iec setup guide, t10 security torx screwdriver,."
vehicle_analytics_motion_search_trajectory_analysis,,,missing,,,missing,"the product provides vehicle analytics motion search, trajectory analysis.","The product provides vehicle Analytics Motion search, trajectory analysis.",present,"the product provides vehicle analytics motion search, trajectory analysis."
vehicle_detection_led_light_status_indicator,,,missing,,,missing,the product provides and vehicle detection • led light status indicator.,The product provides and vehicle detection • LED light status indicator.,present,the product provides and vehicle detection • led light status indicator.
verticalangleof_4mp8_1692657_169923,,,missing,the product provides the product provides verticalangleof 4mp&8 (16:9)26°–57° (16:9)9°–23°.,The product provides the product provides VerticalAngleof 4MP&8 (16:9)26°–57° (16:9)9°–23°.,present,,,missing,the product provides the product provides verticalangleof 4mp&8 (16:9)26°–57° (16:9)9°–23°.
verticalfieldofview47_motionjpeg15fps5060hzinallresolutions,the product provides the product provides verticalfieldofview:47° motionjpeg:15fps(50/60hz)inallresolutions.,The product provides the product provides Verticalfieldofview:47° MotionJPEG:15fps(50/60Hz)inallresolutions.,present,,,missing,,,missing,the product provides the product provides verticalfieldofview:47° motionjpeg:15fps(50/60hz)inallresolutions.
verticalfieldofview56,the product provides the product provides verticalfieldofview:56°.,The product provides the product provides Verticalfieldofview:56°.,present,,,missing,,,missing,the product provides the product provides verticalfieldofview:56°.
very_low_light_cameras_lightfinder_discern,the product provides the product provides in very low light. cameras with lightfinder discern color.,The product provides the product provides in very low light. Cameras with Lightfinder discern color.,present,,,missing,,,missing,the product provides the product provides in very low light. cameras with lightfinder discern color.
video,the product provides the product provides video.,The product provides the product provides Video.,present,,,missing,,,missing,the product provides the product provides video.
